id;assignment;userid;timecreated;timemodified;grader;grade;attemptnumber
543;6;1009;1572021912;1573896970;1404;12.0;0
608;6;1294;1572104706;1573897330;1404;14.0;0
554;6;963;1572032706;1573897821;1404;14.0;0
579;7;1152;1572076809;1573898981;1404;10.0;0
544;7;1009;1572021920;1573899726;1404;8.0;0
609;7;1294;1572104709;1573899918;1404;15.0;0
555;7;963;1572032710;1573900418;1404;15.0;0
580;8;1152;1572076811;1573901345;1404;9.0;0
545;8;1009;1572022803;1573901833;1404;6.0;0
532;8;1002;1572003003;1573902172;1404;6.0;0
556;8;963;1572032715;1573902361;1404;3.0;0
582;9;1152;1572076815;1573905763;1404;15.0;0
546;9;1009;1572022809;1573906320;1404;9.0;0
573;9;1304;1572075013;1573906445;1404;15.0;0
611;9;1294;1572104713;1573906504;1404;12.0;0
533;9;1002;1572003903;1573906686;1404;15.0;0
557;9;963;1572032718;1573906951;1404;15.0;0
584;10;1152;1572077705;1573908074;1404;19.0;0
547;10;1009;1572022814;1573908851;1404;3.0;0
574;10;1304;1572075015;1573909080;1404;14.0;0
612;10;1294;1572104715;1573909157;1404;9.0;0
605;10;1321;1572103802;1573909304;1404;17.0;0
530;10;1002;1572000305;1573909356;1404;12.0;0
603;10;1374;1572093902;1573909503;1404;9.0;0
558;10;963;1572033603;1573909694;1404;9.0;0
583;11;1152;1572076817;1573910577;1404;10.0;0
548;11;1009;1572022819;1573911008;1404;10.0;0
575;11;1304;1572075017;1573911119;1404;12.0;0
613;11;1294;1572104717;1573911154;1404;12.0;0
531;11;1002;1572000307;1573911242;1404;10.0;0
602;11;1374;1572093006;1573911295;1404;8.0;0
559;11;963;1572033608;1573911385;1404;0.0;0
569;5;1304;1572075005;1573912821;1404;5.0;0
570;6;1304;1572075007;1573912854;1404;16.0;0
571;7;1304;1572075009;1573912876;1404;15.0;0
560;13;1212;1572038102;1575190017;1404;10.0;0
561;14;1212;1572038106;1575191634;1404;15.0;0
562;15;1212;1572038110;1575192597;1404;10.0;0
563;16;1212;1572038114;1575194027;1404;10.0;0
564;17;1212;1572038117;1575194925;1404;6.0;0
565;18;1212;1572038121;1575195790;1404;15.0;0
566;19;1212;1572038125;1575197100;1404;16.0;0
567;20;1212;1572038129;1575198413;1404;3.0;0
1020;13;1002;1572956103;1575292981;1400;12.0;0
1019;24;572;1572945303;1580229872;1400;10.0;0
2049;34;1330;1580661036;1581253740;1404;11.0;0
2050;35;1330;1580661042;1581254751;1404;23.0;0
2083;36;1314;1580765403;1581255573;1404;15.0;0
2053;37;225;1580690703;1582032683;1400;14.0;0
675;4;1078;1572192905;1573890907;1404;6.0;0
2054;37;1227;1580730302;1582033097;1400;15.0;0
635;4;915;1572164103;1572513408;1404;2.0;0
693;4;1220;1572195603;1572515020;1404;6.0;0
703;4;893;1572198308;1572515538;1404;6.0;0
699;5;1220;1572196512;1572515852;1404;5.0;0
704;5;893;1572198311;1572516656;1404;5.0;0
663;5;1237;1572188405;1572516933;1404;5.0;0
700;6;893;1572197402;1572520062;1404;16.0;0
638;6;915;1572165006;1572520152;1404;4.0;0
670;6;1237;1572191106;1572520787;1404;16.0;0
627;6;1238;1572125403;1572521224;1404;16.0;0
639;7;915;1572165902;1572528530;1404;0.0;0
628;7;1238;1572126303;1572529297;1404;15.0;0
641;8;915;1572165907;1572530905;1404;0.0;0
697;8;1238;1572196509;1572531680;1404;9.0;0
642;9;915;1572165909;1572533164;1404;9.0;0
672;9;1238;1572192005;1572533923;1404;15.0;0
640;10;915;1572165906;1572535537;1404;0.0;0
701;11;893;1572198302;1572536991;1404;14.0;0
643;11;915;1572165911;1572537089;1404;0.0;0
690;4;1291;1572193819;1573891063;1404;2.0;0
649;4;1151;1572177602;1573891940;1404;6.0;0
664;4;1106;1572189302;1573891983;1404;6.0;0
624;4;1253;1572120003;1573892117;1404;6.0;0
702;4;1302;1572198306;1573892272;1404;6.0;0
648;5;59;1572176707;1573892900;1404;5.0;0
655;5;263;1572183003;1573892917;1404;5.0;0
673;5;1247;1572192007;1573892978;1404;4.0;0
676;5;1078;1572192909;1573893358;1404;5.0;0
682;5;894;1572192930;1573893699;1404;4.0;0
617;5;1218;1572111903;1573893961;1404;2.0;0
650;5;1151;1572177607;1573893984;1404;5.0;0
665;5;1106;1572189310;1573894032;1404;5.0;0
674;6;1247;1572192902;1573896149;1404;12.0;0
678;6;1078;1572192915;1573896914;1404;16.0;0
689;6;1291;1572193806;1573896941;1404;12.0;0
688;6;894;1572193803;1573897485;1404;14.0;0
618;6;1218;1572111910;1573897675;1404;16.0;0
651;6;1151;1572177611;1573897723;1404;16.0;0
666;6;1106;1572189313;1573897888;1404;10.0;0
669;6;1253;1572190206;1573898119;1404;16.0;0
677;7;1247;1572192913;1573899008;1404;10.0;0
680;7;1078;1572192922;1573899584;1404;15.0;0
695;7;894;1572196502;1573900033;1404;15.0;0
619;7;1218;1572111919;1573900317;1404;15.0;0
626;7;1253;1572121803;1573900522;1404;15.0;0
679;8;1247;1572192919;1573901355;1404;9.0;0
681;8;1078;1572192926;1573901793;1404;9.0;0
620;8;1218;1572111928;1573902268;1404;9.0;0
698;8;894;1572196511;1573902127;1404;8.0;0
686;9;1247;1572192944;1573905827;1404;11.0;0
683;9;1078;1572192932;1573906295;1404;15.0;0
621;9;1218;1572111934;1573906908;1404;12.0;0
692;9;1227;1572194704;1573907030;1404;15.0;0
654;9;1253;1572181205;1573907200;1404;13.0;0
687;10;1247;1572192946;1573908133;1404;20.0;0
684;10;1078;1572192936;1573908824;1404;20.0;0
622;10;1218;1572111943;1573909621;1404;15.0;0
694;10;1227;1572195605;1573909812;1404;15.0;0
660;10;1253;1572183908;1573909919;1404;20.0;0
691;11;1247;1572193825;1573910612;1404;10.0;0
685;11;1078;1572192940;1573910987;1404;14.0;0
644;11;1321;1572167703;1573911230;1404;12.0;0
623;11;1218;1572111952;1573911322;1404;10.0;0
696;11;1227;1572196504;1573911461;1404;6.0;0
667;11;1253;1572189321;1573911503;1404;10.0;0
646;13;1235;1572172203;1574872226;1400;10.0;0
629;13;1269;1572150603;1574873889;1400;11.0;0
653;14;1235;1572181203;1574875365;1400;13.0;0
630;14;1269;1572154203;1574875404;1400;15.0;0
631;15;1269;1572155102;1574875775;1400;10.0;0
632;16;1269;1572156903;1574876604;1400;8.0;0
633;13;975;1572157803;1575189825;1404;12.0;0
656;14;975;1572183005;1575191541;1404;0.0;0
659;15;975;1572183903;1575192561;1404;0.0;0
657;17;1235;1572183009;1575279678;1400;9.0;0
634;17;1269;1572159603;1575279856;1400;10.0;0
661;18;1235;1572186602;1575280138;1400;12.0;0
637;18;1269;1572165003;1575280503;1400;11.0;0
645;19;1269;1572171303;1575283185;1400;11.0;0
1022;28;572;1572961503;1580322291;1400;5.0;0
1023;29;572;1572961505;1580323044;1400;6.0;0
772;4;1203;1572255003;1573891784;1404;4.0;0
713;4;1250;1572201905;1573892132;1404;6.0;0
708;4;689;1572198324;1572512277;1404;6.0;0
764;4;1286;1572248703;1572512467;1404;3.0;0
722;4;935;1572204607;1572514098;1404;6.0;0
728;4;186;1572204623;1572514141;1404;6.0;0
745;5;186;1572206403;1572516482;1404;5.0;0
765;5;1286;1572248706;1572516970;1404;5.0;0
731;5;240;1572204633;1572517063;1404;2.0;0
710;6;1220;1572200102;1572517900;1404;15.0;0
789;6;186;1572256802;1572519673;1404;16.0;0
726;6;935;1572204619;1572519827;1404;16.0;0
766;6;1286;1572250502;1572520889;1404;16.0;0
712;6;689;1572201002;1572520978;1404;16.0;0
732;6;240;1572204637;1572521062;1404;12.0;0
729;6;1150;1572204624;1572521186;1404;8.0;0
757;7;1220;1572211808;1572526156;1404;13.0;0
790;7;186;1572261303;1572528302;1404;15.0;0
727;7;935;1572204621;1572528374;1404;15.0;0
705;7;893;1572198316;1572528488;1404;15.0;0
717;7;689;1572203703;1572529137;1404;12.0;0
734;7;240;1572204646;1572529207;1404;15.0;0
735;7;1150;1572204650;1572529278;1404;10.0;0
706;8;893;1572198319;1572530828;1404;9.0;0
792;8;186;1572262205;1572530673;1404;6.0;0
742;8;1237;1572205521;1572531229;1404;9.0;0
724;8;689;1572204613;1572531405;1404;6.0;0
736;8;240;1572204657;1572531491;1404;9.0;0
744;8;1150;1572205525;1572531523;1404;9.0;0
718;9;1020;1572203705;1572532934;1404;15.0;0
738;9;1220;1572205504;1572532011;1404;15.0;0
707;9;893;1572198322;1572533119;1404;15.0;0
749;9;1237;1572207310;1572533605;1404;15.0;0
740;9;689;1572205511;1572533827;1404;12.0;0
737;9;240;1572204661;1572533864;1404;12.0;0
739;9;1150;1572205506;1572533896;1404;15.0;0
747;10;1220;1572207303;1572534543;1404;12.0;0
786;10;1020;1572255915;1572535362;1404;20.0;0
709;10;893;1572198326;1572535515;1404;20.0;0
760;10;1237;1572211819;1572535979;1404;20.0;0
750;10;689;1572208202;1572536120;1404;20.0;0
743;10;240;1572205522;1572536154;1404;18.0;0
741;10;1150;1572205513;1572536204;1404;17.0;0
753;11;1220;1572210006;1572536579;1404;14.0;0
763;11;1237;1572213603;1572537219;1404;14.0;0
773;5;1203;1572255006;1573893641;1404;5.0;0
714;5;1250;1572202803;1573894155;1404;5.0;0
762;6;59;1572212706;1573896020;1404;16.0;0
723;6;388;1572204609;1573896689;1404;14.0;0
775;6;1203;1572255012;1573897408;1404;14.0;0
716;6;1250;1572202809;1573898143;1404;16.0;0
720;6;1302;1572203711;1573898401;1404;16.0;0
791;6;1267;1572262202;1573898542;1404;14.0;0
776;7;1203;1572255014;1573899995;1404;15.0;0
751;7;1106;1572209102;1573900439;1404;15.0;0
748;7;1250;1572207305;1573900540;1404;15.0;0
725;8;388;1572204615;1573901714;1404;9.0;0
777;8;1203;1572255016;1573902047;1404;9.0;0
755;8;1106;1572210909;1573902390;1404;6.0;0
752;8;1250;1572210002;1573902436;1404;9.0;0
779;9;1203;1572255023;1573906588;1404;14.0;0
784;9;894;1572255903;1573906665;1404;12.0;0
767;9;1106;1572250505;1573906976;1404;15.0;0
754;9;1250;1572210903;1573907228;1404;15.0;0
758;10;388;1572211809;1573908556;1404;20.0;0
780;10;1203;1572255025;1573909224;1404;17.0;0
769;10;1106;1572251402;1573909730;1404;12.0;0
756;10;1250;1572211803;1573909942;1404;20.0;0
733;11;388;1572204643;1573910843;1404;14.0;0
781;11;1203;1572255027;1573911186;1404;8.0;0
770;11;1106;1572251405;1573911414;1404;6.0;0
771;13;1330;1572254102;1575189651;1404;16.0;0
774;14;1330;1572255008;1575191208;1404;15.0;0
778;15;1330;1572255018;1575192277;1404;10.0;0
782;16;1330;1572255029;1575193819;1404;10.0;0
759;16;975;1572211816;1575193917;1404;10.0;0
783;17;1330;1572255036;1575194682;1404;10.0;0
788;18;1330;1572255927;1575195592;1404;15.0;0
785;19;1330;1572255906;1575196853;1404;16.0;0
787;20;1330;1572255920;1575198116;1404;8.0;0
715;20;1269;1572202807;1575283676;1400;3.0;0
1024;30;572;1572962402;1580230520;1400;8.0;0
2055;33;1343;1580731202;1582032357;1400;10.0;0
2052;36;1227;1580662802;1582040204;1400;15.0;0
870;4;274;1572291913;1573890814;1404;6.0;0
807;4;443;1572273003;1573891877;1404;6.0;0
1018;23;572;1572944403;1580739715;1400;1.0;0
2057;35;1343;1580738403;1582036105;1400;22.0;0
804;4;1441;1572272103;1572513164;1404;3.0;0
839;4;997;1572288305;1572514218;1404;6.0;0
859;4;986;1572291021;1572514804;1404;6.0;0
822;4;1442;1572282911;1572514897;1404;5.0;0
861;5;986;1572291024;1572516015;1404;5.0;0
875;5;997;1572292809;1572516396;1404;4.0;0
849;5;935;1572290122;1572516523;1404;5.0;0
814;5;1441;1572277503;1572516799;1404;2.0;0
834;5;689;1572287402;1572517001;1404;5.0;0
800;5;1440;1572267603;1572517123;1404;5.0;0
862;6;986;1572291026;1572518320;1404;15.0;0
826;6;1442;1572283812;1572518714;1404;14.0;0
817;6;1441;1572278413;1572520418;1404;12.0;0
816;6;1440;1572278403;1572521342;1404;12.0;0
832;7;1442;1572285607;1572527932;1404;10.0;0
852;7;1441;1572291005;1572528615;1404;15.0;0
868;7;986;1572291909;1572527890;1404;15.0;0
850;7;1022;1572290125;1572528665;1404;15.0;0
825;7;1440;1572283807;1572529351;1404;15.0;0
851;8;935;1572291002;1572530747;1404;9.0;0
828;8;1442;1572284703;1572530632;1404;6.0;0
842;8;468;1572290105;1572531754;1404;9.0;0
860;8;1441;1572291022;1572531046;1404;6.0;0
794;8;1259;1572263106;1572531781;1404;7.0;0
829;9;1442;1572284705;1572532353;1404;15.0;0
793;9;186;1572263103;1572532788;1404;11.0;0
853;9;935;1572291007;1572532983;1404;11.0;0
866;9;1441;1572291905;1572533303;1404;15.0;0
845;9;1022;1572290110;1572533409;1404;15.0;0
806;9;1286;1572272107;1572533702;1404;12.0;0
840;9;1440;1572289203;1572533984;1404;12.0;0
846;9;468;1572290115;1572534025;1404;15.0;0
830;10;1442;1572285603;1572534948;1404;18.0;0
797;10;186;1572264003;1572535302;1404;18.0;0
871;10;935;1572291915;1572535404;1404;20.0;0
869;10;1441;1572291911;1572535712;1404;18.0;0
837;10;1022;1572287415;1572535786;1404;15.0;0
803;10;1286;1572271203;1572536101;1404;20.0;0
848;10;1238;1572290120;1572536228;1404;20.0;0
841;10;1440;1572289208;1572536285;1404;18.0;0
863;10;468;1572291028;1572536359;1404;15.0;0
831;11;1442;1572285606;1572536779;1404;8.0;0
798;11;186;1572264902;1572536927;1404;14.0;0
855;11;935;1572291010;1572536943;1404;14.0;0
872;11;1441;1572291917;1572537128;1404;8.0;0
835;11;1022;1572287407;1572537167;1404;14.0;0
876;4;1385;1572293703;1573891897;1404;6.0;0
801;4;1375;1572268503;1573892204;1404;6.0;0
838;5;1085;1572288302;1573893180;1404;5.0;0
874;5;274;1572292806;1573893261;1404;5.0;0
809;5;443;1572273008;1573893770;1404;5.0;0
802;5;1375;1572270302;1573894200;1404;5.0;0
867;6;1085;1572291907;1573896384;1404;14.0;0
810;6;443;1572273011;1573897600;1404;16.0;0
815;6;1375;1572277505;1573898261;1404;16.0;0
843;7;369;1572290107;1573899960;1404;15.0;0
811;7;443;1572273013;1573900154;1404;12.0;0
819;7;1375;1572282003;1573900604;1404;15.0;0
827;7;1302;1572283814;1573900821;1404;15.0;0
847;8;369;1572290118;1573902028;1404;9.0;0
879;8;1385;1572293721;1573902258;1404;9.0;0
844;8;1375;1572290108;1573902499;1404;6.0;0
864;8;1302;1572291031;1573902607;1404;6.0;0
854;9;369;1572291008;1573906548;1404;14.0;0
812;9;443;1572274802;1573906745;1404;15.0;0
873;9;1375;1572292805;1573907325;1404;15.0;0
821;9;1302;1572282907;1573907476;1404;15.0;0
795;10;894;1572263107;1573909325;1404;20.0;0
813;10;443;1572276602;1573909461;1404;12.0;0
824;10;1302;1572283803;1573910226;1404;16.0;0
856;11;369;1572291012;1573911161;1404;14.0;0
820;11;1302;1572282902;1573911758;1404;10.0;0
1027;13;1352;1572978605;1575188967;1404;2.0;0
833;17;975;1572286502;1575194890;1404;8.0;0
836;18;975;1572287412;1575195747;1404;15.0;0
1026;13;1283;1572978602;1575291676;1400;6.0;0
1035;18;176;1573050614;1575301069;1400;5.0;0
1037;19;176;1573050622;1575301713;1400;16.0;0
1036;20;176;1573050618;1575303462;1400;7.0;0
818;13;1229;1572279302;1575389373;1400;13.0;0
144;23;928;1570960803;1580741271;1400;10.0;0
2086;35;811;1580767205;1582035394;1400;23.0;0
1029;5;17;1573031718;1573031718;-1;-1.0;0
965;4;1305;1572511368;1572511368;-1;-1.0;0
222;4;1357;1571227205;1572511598;1404;6.0;0
966;4;954;1572511705;1572511705;-1;-1.0;0
908;4;1171;1572295523;1573890680;1404;4.0;0
892;4;1116;1572294631;1572513888;1404;0.0;0
920;4;1083;1572297305;1572515634;1404;6.0;0
921;5;1083;1572297308;1572516059;1404;5.0;0
895;5;1116;1572294644;1572516533;1404;5.0;0
923;6;1083;1572297313;1572518600;1404;10.0;0
899;6;997;1572295505;1572519457;1404;14.0;0
909;6;1116;1572295525;1572519853;1404;16.0;0
924;7;1083;1572297316;1572527760;1404;5.0;0
950;7;997;1572301809;1572528139;1404;15.0;0
913;7;1116;1572296405;1572528400;1404;15.0;0
915;8;1116;1572296411;1572530765;1404;9.0;0
903;9;986;1572295513;1572532209;1404;15.0;0
926;9;1083;1572297321;1572532285;1404;15.0;0
929;9;1116;1572297331;1572533023;1404;15.0;0
917;10;986;1572296417;1572534803;1404;20.0;0
927;10;1083;1572297324;1572534900;1404;16.0;0
937;10;1116;1572299109;1572535449;1404;20.0;0
925;11;986;1572297319;1572536711;1404;10.0;0
930;11;1314;1572298203;1572536876;1404;14.0;0
939;11;1116;1572300003;1572536951;1404;14.0;0
886;4;1241;1572294605;1573892012;1404;6.0;0
935;5;170;1572299103;1573892891;1404;5.0;0
916;5;925;1572296415;1573892927;1404;5.0;0
910;5;1171;1572295529;1573893167;1404;0.0;0
884;5;1385;1572293741;1573893813;1404;5.0;0
887;5;1241;1572294609;1573894064;1404;5.0;0
946;5;1430;1572300912;1573894174;1404;5.0;0
938;6;170;1572299113;1573895994;1404;16.0;0
941;6;925;1572300010;1573896039;1404;16.0;0
911;6;1171;1572295531;1573896331;1404;13.0;0
906;6;274;1572295518;1573896652;1404;10.0;0
888;6;1241;1572294612;1573898025;1404;14.0;0
948;6;1430;1572301805;1573898181;1404;12.0;0
945;7;170;1572300910;1573898912;1404;12.0;0
942;7;925;1572300904;1573898931;1404;15.0;0
898;7;1171;1572295502;1573899139;1404;15.0;0
883;7;1085;1572293739;1573899162;1404;15.0;0
914;7;274;1572296409;1573899277;1404;15.0;0
889;7;1241;1572294617;1573900471;1404;15.0;0
932;7;1430;1572298209;1573900565;1404;12.0;0
947;8;170;1572301803;1573901299;1404;9.0;0
900;8;1171;1572295507;1573901562;1404;9.0;0
918;8;1085;1572296420;1573901583;1404;9.0;0
919;8;274;1572296422;1573901703;1404;9.0;0
907;8;443;1572295521;1573902244;1404;6.0;0
890;8;1241;1572294622;1573902406;1404;9.0;0
936;8;1430;1572299107;1573902452;1404;6.0;0
953;9;925;1572301814;1573905734;1404;15.0;0
902;9;1171;1572295511;1573905963;1404;15.0;0
928;9;1085;1572297329;1573905987;1404;15.0;0
891;9;1241;1572294627;1573907078;1404;13.0;0
940;9;1430;1572300009;1573907252;1404;15.0;0
955;10;170;1572303604;1573908007;1404;20.0;0
949;10;925;1572301807;1573908030;1404;15.0;0
904;10;1171;1572295514;1573908320;1404;9.0;0
952;10;1085;1572301812;1573908361;1404;15.0;0
933;10;274;1572298212;1573908538;1404;18.0;0
881;10;1385;1572293730;1573909537;1404;12.0;0
893;10;1241;1572294634;1573909846;1404;15.0;0
943;10;1430;1572300906;1573909965;1404;20.0;0
897;10;1375;1572294649;1573910056;1404;12.0;0
905;11;1171;1572295516;1573910725;1404;12.0;0
954;11;1085;1572301816;1573910737;1404;14.0;0
896;11;443;1572294648;1573911270;1404;12.0;0
882;11;1385;1572293734;1573911305;1404;12.0;0
894;11;1241;1572294639;1573911473;1404;12.0;0
951;11;1430;1572301811;1573911606;1404;10.0;0
901;11;1375;1572295509;1573911695;1404;0.0;0
957;13;1316;1572324302;1575189627;1404;10.0;0
1028;13;939;1573030803;1575190224;1404;8.0;0
959;15;1229;1572340503;1575287477;1400;3.0;0
964;20;1229;1572346803;1575304870;1400;2.0;0
958;14;1229;1572339603;1575306230;1400;2.0;0
960;16;1229;1572341403;1575390101;1400;7.0;0
961;17;1229;1572343203;1575391300;1400;10.0;0
962;18;1229;1572344102;1575392786;1400;15.0;0
963;19;1229;1572345902;1575394050;1400;10.0;0
967;4;167;1572512166;1572512166;-1;-1.0;0
968;4;398;1572512278;1570608615;-1;-1.0;0
969;4;1258;1572512290;1571046727;-1;-1.0;0
44;4;939;1570457702;1572512356;1404;6.0;0
970;4;1434;1572512468;1572512468;-1;-1.0;0
585;4;1338;1572079502;1572512612;1404;5.0;0
379;4;712;1571664602;1572512730;1404;6.0;0
971;4;1036;1572512731;1570712567;-1;-1.0;0
730;4;240;1572204630;1572512760;1404;6.0;0
799;4;1440;1572265802;1572512814;1404;6.0;0
487;4;468;1571843705;1572512924;1404;6.0;0
168;4;314;1570983302;1572513057;1404;3.0;0
972;4;1387;1572513058;1571145593;-1;-1.0;0
171;4;356;1571045406;1572513102;1404;6.0;0
99;4;955;1570814105;1572513180;1404;6.0;0
265;4;1022;1571317203;1572513212;1404;6.0;0
208;4;604;1571168706;1572513232;1404;6.0;0
245;4;1212;1571258703;1572513249;1404;6.0;0
662;4;1237;1572188402;1572513298;1404;6.0;0
973;4;162;1572515043;1570708745;-1;-1.0;0
449;4;287;1571763603;1572515090;1404;6.0;0
9;4;1292;1570355103;1572515665;1404;6.0;0
976;5;162;1572515947;1572515947;-1;-1.0;0
823;5;1442;1572282913;1572516084;1404;5.0;0
377;5;1398;1571652003;1572516173;1404;0.0;0
636;5;915;1572164106;1572516681;1404;0.0;0
246;5;1212;1571258707;1572516902;1404;0.0;0
311;5;1223;1571461202;1572516923;1404;5.0;0
203;6;1232;1571161503;1572520816;1404;16.0;0
48;7;1234;1570459546;1572527590;1404;15.0;0
452;7;287;1571763620;1572527614;1404;15.0;0
979;7;1312;1572527933;1572527933;-1;-1.0;0
980;7;1039;1572527940;1572527939;-1;-1.0;0
540;7;1316;1572016502;1572528175;1404;15.0;0
376;7;1313;1571650205;1572528354;1404;15.0;0
719;7;1237;1572203709;1572528803;1404;15.0;0
768;7;1286;1572250506;1572528892;1404;15.0;0
981;6;1305;1572530460;1572530460;-1;-1.0;0
885;8;986;1572294602;1572530623;1404;9.0;0
418;8;594;1571730314;1572530635;1404;9.0;0
40;8;1193;1570445119;1572530642;1404;9.0;0
424;8;1398;1571734803;1572530645;1404;9.0;0
550;8;1285;1572030003;1572530648;1404;9.0;0
507;8;1314;1571904002;1572530654;1404;9.0;0
956;8;997;1572303606;1572530658;1404;6.0;0
541;8;1316;1572017403;1572530662;1404;9.0;0
359;8;877;1571591703;1572530670;1404;9.0;0
463;8;1313;1571819403;1572530721;1404;6.0;0
857;8;1022;1572291014;1572531100;1404;9.0;0
805;8;1286;1572272106;1572531338;1404;9.0;0
808;11;1286;1572273006;1572537277;1404;12.0;0
858;11;689;1572291019;1572537289;1404;14.0;0
746;11;1150;1572206406;1572537306;1404;10.0;0
668;11;1238;1572190203;1572537320;1404;12.0;0
199;11;1342;1571157003;1572537347;1404;12.0;0
865;11;468;1572291903;1572537364;1404;10.0;0
236;11;1357;1571247005;1572537388;1404;6.0;0
1025;31;572;1572963303;1580741527;1400;1.0;0
975;33;928;1572515107;1582032459;1400;10.0;0
1001;16;1235;1572686163;1574876366;1400;8.0;0
998;19;975;1572608703;1575197015;1404;16.0;0
999;20;975;1572609603;1575198327;1404;5.0;0
977;19;1235;1572524102;1575282598;1400;11.0;0
978;20;1235;1572526802;1575283499;1400;1.0;0
990;13;1350;1572537603;1575284009;1400;16.0;0
991;14;1350;1572537608;1575284247;1400;15.0;0
995;18;1350;1572537626;1575286249;1400;15.0;0
992;15;1350;1572537613;1575284455;1400;10.0;0
994;17;1350;1572537622;1575286188;1400;9.0;0
996;19;1350;1572537630;1575286290;1400;16.0;0
1039;15;1002;1573210802;1575287045;1400;10.0;0
984;15;1309;1572534914;1575287081;1400;10.0;0
1031;14;176;1573049707;1575287818;1400;15.0;0
1038;14;1002;1573209903;1575288691;1400;13.0;0
983;14;1309;1572534909;1575288761;1400;13.0;0
1030;13;176;1573049702;1575291274;1400;16.0;0
982;13;1309;1572534903;1575293005;1400;16.0;0
985;16;1309;1572534919;1575293478;1400;10.0;0
1040;17;1002;1573212603;1575300684;1400;10.0;0
986;17;1309;1572534925;1575300762;1400;9.0;0
1041;18;1002;1573217103;1575301493;1400;15.0;0
987;18;1309;1572534930;1575301529;1400;15.0;0
988;19;1309;1572534934;1575303032;1400;16.0;0
1042;20;1321;1573232403;1575304137;1400;5.0;0
989;20;1309;1572534939;1575304205;1400;7.0;0
2087;36;170;1580767212;1582036879;1400;24.0;0
1021;25;572;1572960603;1580745010;1400;10.0;0
1043;32;572;1573289103;1581607155;1400;11.0;0
1045;34;572;1573290903;1582025752;1400;3.0;0
256;4;572;1571297405;1573890440;1404;6.0;0
288;4;1289;1571408103;1573890454;1404;6.0;0
931;4;170;1572298208;1573890469;1404;6.0;0
647;4;59;1572174003;1573890483;1404;6.0;0
652;4;263;1572180302;1573890538;1404;3.0;0
912;4;925;1572296402;1573890546;1404;6.0;0
576;4;1152;1572076804;1573890566;1404;6.0;0
671;4;1247;1572192003;1573890600;1404;3.0;0
83;4;849;1570741203;1573890607;1404;6.0;0
429;4;1261;1571742002;1573890613;1404;6.0;0
476;4;325;1571834703;1573890630;1404;6.0;0
796;4;1085;1572263110;1573890686;1404;6.0;0
150;4;1235;1570964403;1573890705;1404;3.0;0
721;4;388;1572204603;1573890826;1404;6.0;0
86;4;430;1570795203;1573891619;1404;6.0;0
437;4;1321;1571755502;1573891823;1404;2.0;0
510;4;894;1571908503;1573891836;1404;3.0;0
1050;13;1398;1573458302;1575189501;1404;4.0;0
1083;13;1097;1573637403;1575189785;1404;16.0;0
1105;13;1223;1573882204;1575190040;1404;12.0;0
1096;13;1272;1573823703;1575190291;1404;16.0;0
1051;14;1398;1573459203;1575191111;1404;15.0;0
1085;14;1097;1573646403;1575191409;1404;15.0;0
1093;14;356;1573722903;1575191579;1404;15.0;0
1097;14;1272;1573823709;1575191825;1404;15.0;0
1052;15;1398;1573460102;1575192225;1404;10.0;0
1086;15;1097;1573649103;1575192457;1404;2.0;0
1094;15;356;1573723803;1575192577;1404;10.0;0
1098;15;1272;1573823715;1575192724;1404;10.0;0
1053;16;1398;1573460105;1575193759;1404;0.0;0
1099;16;1272;1573823718;1575194224;1404;10.0;0
1054;17;1398;1573460107;1575194647;1404;0.0;0
1087;17;1097;1573651803;1575194832;1404;10.0;0
1103;17;1272;1573824603;1575195043;1404;6.0;0
1055;18;1398;1573460109;1575195476;1404;15.0;0
1088;18;1097;1573652702;1575195718;1404;15.0;0
1056;19;1398;1573460111;1575196685;1404;0.0;0
1089;19;1097;1573654503;1575196973;1404;6.0;0
1101;19;1272;1573823729;1575197397;1404;16.0;0
1057;20;1398;1573460113;1575197885;1404;5.0;0
1090;20;1097;1573655402;1575198227;1404;3.0;0
1102;20;1272;1573823734;1575198594;1404;5.0;0
1069;15;1304;1573626603;1575286531;1400;10.0;0
1077;15;1373;1573628411;1575286584;1400;10.0;0
1108;15;1167;1573890330;1575287272;1400;10.0;0
1060;15;1239;1573470003;1575287698;1400;8.0;0
1068;14;1304;1573625706;1575287887;1400;15.0;0
1076;14;1373;1573628409;1575287925;1400;15.0;0
1067;13;1304;1573625703;1575291750;1400;15.0;0
1075;13;1373;1573628407;1575291941;1400;15.0;0
1070;16;1304;1573626606;1575293338;1400;0.0;0
1078;16;1373;1573628412;1575293376;1400;0.0;0
1071;17;1304;1573627503;1575293830;1400;10.0;0
1079;17;1373;1573628414;1575295010;1400;10.0;0
1062;17;369;1573547403;1575300283;1400;10.0;0
1072;18;1304;1573627505;1575301196;1400;13.0;0
1080;18;1373;1573628416;1575301214;1400;13.0;0
1073;19;1304;1573628403;1575301793;1400;7.0;0
1081;19;1373;1573628418;1575301801;1400;7.0;0
1091;19;369;1573722003;1575301969;1400;6.0;0
1074;20;1304;1573628405;1575303657;1400;3.0;0
1113;20;1167;1573890370;1575304528;1400;5.0;0
1066;20;1239;1573580706;1575305033;1400;4.0;0
1107;14;1167;1573890315;1575305623;1400;2.0;0
1059;14;1239;1573469104;1575306306;1400;13.0;0
1058;13;1239;1573469102;1575388765;1400;6.0;0
